0,10.560000,10.750000
1,10.520000,10.660000
2,10.490000,10.660000
3,10.530000,10.640000
4,10.320000,10.570000
5,10.310000,10.430000
6,10.330000,10.600000
7,10.460000,10.660000
8,10.400000,10.510000
9,10.360000,10.480000
10,10.360000,10.440000
11,10.350000,10.460000
12,10.400000,10.540000
13,10.390000,10.520000
14,10.350000,10.470000
15,10.340000,10.440000
16,10.310000,10.420000
17,10.340000,10.520000
18,10.320000,10.450000
19,10.350000,10.430000
20,10.360000,10.420000
21,10.350000,10.430000
22,10.350000,10.440000
23,10.350000,10.450000
24,10.130000,10.340000
25,10.160000,10.290000
26,10.270000,10.450000
27,10.360000,10.520000
28,10.500000,10.920000
29,10.660000,10.870000
30,10.570000,10.670000
31,10.500000,10.620000
32,10.510000,10.590000
33,10.510000,10.790000
34,10.600000,10.800000
35,10.770000,11.240000
36,10.810000,11.000000
37,10.910000,11.160000
38,10.780000,10.980000
39,10.800000,11.080000
40,10.570000,10.840000
41,10.600000,10.680000
42,10.550000,10.690000
43,10.560000,10.850000
44,10.630000,10.950000
45,10.810000,11.210000
46,11.090000,11.360000
47,11.240000,11.560000
48,11.250000,12.300000
49,11.910000,12.550000
50,11.930000,13.000000
51,12.390000,13.130000
52,12.700000,13.880000
53,13.300000,14.500000
54,13.420000,14.250000
55,12.700000,14.600000
56,12.550000,14.200000
57,13.920000,14.960000
58,13.620000,14.440000
59,13.310000,13.710000
60,13.480000,14.210000
61,13.980000,15.470000
62,14.600000,15.200000
63,14.460000,15.160000
64,14.930000,16.000000
65,14.630000,15.660000
66,14.000000,15.010000
67,14.340000,14.970000
68,14.710000,15.380000
69,15.010000,16.230000
70,15.310000,15.840000
71,15.460000,16.620000
72,16.250000,17.070000
73,16.290000,17.200000
74,15.940000,16.560000
75,15.530000,16.340000
76,15.360000,16.560000
77,15.200000,15.900000
78,15.350000,15.780000
79,15.500000,15.900000
80,15.600000,16.190000
81,16.070000,16.500000
82,14.620000,15.400000
83,14.340000,14.980000
84,14.590000,15.470000
85,14.960000,15.310000
86,15.110000,15.500000
87,14.870000,15.240000
88,14.450000,15.100000
89,14.410000,14.840000
90,14.150000,14.430000
91,14.200000,14.620000
92,13.860000,14.300000
93,14.200000,14.600000
94,14.280000,14.720000
95,14.300000,15.050000
96,14.150000,14.580000
97,14.000000,14.540000
98,14.330000,14.750000
99,14.560000,14.790000
100,14.380000,14.700000
101,14.510000,14.850000
102,14.300000,14.490000
103,14.410000,14.610000
104,14.180000,14.540000
105,14.190000,14.730000
106,14.650000,15.000000
107,14.410000,14.830000
108,14.150000,14.510000
109,14.100000,14.330000
110,13.810000,14.110000
111,13.910000,14.090000
112,13.800000,14.870000
113,14.230000,14.590000
114,14.310000,14.730000
115,14.590000,15.430000
116,15.030000,15.550000
117,15.040000,15.460000
118,15.250000,15.500000
119,15.350000,15.770000
120,15.470000,15.900000
121,15.330000,15.960000
122,15.630000,15.890000
123,15.540000,15.800000
124,15.060000,15.520000
125,14.980000,15.420000
126,15.100000,15.430000
127,15.300000,15.830000
128,15.450000,16.410000
129,15.550000,15.910000
130,15.450000,15.980000
131,17.230000,17.230000
132,17.370000,17.970000
133,17.360000,18.290000
134,17.760000,18.840000
135,18.280000,19.450000
136,17.600000,18.700000
137,17.820000,18.180000
138,18.060000,18.500000
139,18.070000,18.670000
140,17.410000,18.100000
141,17.800000,18.600000
142,18.100000,19.230000
143,18.410000,18.860000
144,18.190000,18.800000
145,18.020000,18.350000
146,17.210000,18.100000
147,17.300000,18.000000
148,17.410000,17.940000
149,17.400000,18.100000
150,17.340000,17.950000
151,17.560000,17.940000
152,17.430000,17.980000
153,17.400000,17.800000
154,16.900000,17.660000
155,16.840000,17.180000
156,16.790000,17.690000
157,17.610000,18.600000
158,17.910000,18.490000
159,18.210000,18.710000
160,19.000000,19.360000
161,18.920000,19.390000
162,18.820000,19.520000
163,17.850000,19.130000
164,17.450000,18.200000
165,17.620000,18.990000
166,18.530000,19.140000
167,18.550000,19.600000
168,18.920000,20.650000
169,19.510000,21.210000
170,19.610000,21.200000
171,20.610000,21.700000
172,20.360000,21.170000
173,20.070000,20.800000
174,20.100000,20.770000
175,19.330000,20.730000
176,19.000000,19.800000
177,19.280000,19.770000
178,18.730000,19.350000
179,17.900000,19.090000
180,17.720000,19.000000
181,18.200000,19.080000
182,18.310000,19.590000
183,16.860000,18.680000
184,16.130000,18.290000
185,17.600000,19.000000
186,18.060000,18.660000
187,17.950000,19.180000
188,16.900000,18.340000
189,18.190000,19.000000
190,18.000000,20.500000
191,18.190000,20.800000
192,16.850000,19.950000
193,18.300000,20.250000
194,18.040000,18.880000
195,17.510000,18.180000
196,17.710000,18.510000
197,17.800000,18.490000
198,18.010000,18.430000
199,18.050000,18.490000
200,18.010000,18.500000
201,17.730000,18.000000
202,17.560000,18.040000
203,17.820000,18.190000
204,16.670000,17.880000
205,16.440000,17.350000
206,16.900000,17.270000
207,16.980000,17.330000
208,16.940000,17.380000
209,17.050000,18.220000
210,17.820000,18.200000
211,17.850000,18.220000
212,17.800000,18.550000
213,18.060000,18.470000
214,17.950000,18.660000
215,18.010000,18.500000
216,17.850000,18.200000
217,17.650000,18.160000
218,17.680000,17.950000
219,17.200000,17.650000
220,16.680000,17.470000
221,16.680000,17.170000
222,16.710000,16.970000
223,16.220000,16.950000
224,14.890000,16.340000
225,14.010000,15.340000
226,14.630000,16.180000
227,15.810000,17.700000
228,17.050000,17.850000
229,16.620000,17.240000
230,16.710000,17.380000
231,16.300000,17.080000
232,16.030000,16.600000
233,16.050000,16.970000
234,16.530000,16.790000
235,16.500000,17.350000
236,16.970000,17.310000
237,16.750000,18.410000
238,17.650000,18.250000
239,17.480000,18.210000
240,17.520000,18.120000
241,17.520000,17.960000
242,17.410000,17.750000
243,17.520000,18.100000
244,17.580000,18.130000
245,17.410000,17.890000
246,17.220000,17.870000
247,17.470000,17.670000
248,17.250000,17.510000
249,17.390000,17.910000
250,17.600000,18.260000
251,17.830000,18.200000
252,17.790000,18.280000
253,18.010000,18.240000
254,17.810000,18.100000
255,17.800000,18.510000
256,18.330000,18.790000
257,18.190000,18.560000
258,18.050000,18.410000
259,18.020000,18.980000
260,18.220000,18.480000
261,18.080000,18.360000
262,17.980000,18.350000
263,17.880000,18.130000
264,17.820000,17.990000
265,17.800000,17.930000
266,17.780000,18.080000
267,17.780000,18.040000
268,17.840000,18.060000
269,17.850000,18.390000
270,18.180000,19.080000
271,18.300000,18.710000
272,18.750000,19.980000
273,18.560000,18.990000
274,18.310000,18.640000
275,18.170000,18.570000
276,18.090000,18.340000
277,17.930000,18.170000
278,18.080000,18.450000
279,18.000000,18.450000
280,18.050000,18.250000
281,18.110000,18.290000
282,18.120000,18.340000
283,17.700000,18.230000
284,17.560000,17.850000
285,17.500000,17.920000
286,16.900000,17.510000
287,16.980000,17.320000
288,16.910000,17.280000
289,17.050000,17.990000
290,17.610000,17.980000
291,17.130000,17.690000
292,17.150000,17.450000
293,17.180000,17.620000
294,17.320000,17.590000
295,17.210000,17.650000
296,16.660000,17.260000
297,16.500000,17.090000
298,16.900000,17.060000
299,16.870000,17.090000
300,16.950000,17.120000
301,17.040000,18.060000
302,17.350000,18.450000
303,18.060000,18.320000
304,18.170000,18.710000
305,18.010000,18.310000
306,18.200000,18.360000
307,17.800000,18.390000
308,17.710000,17.970000
309,17.550000,18.300000
310,17.910000,18.330000
311,17.160000,17.950000
312,17.000000,17.550000
313,17.060000,17.330000
314,16.510000,17.150000
315,16.610000,17.060000
316,16.000000,16.680000
317,15.880000,16.250000
318,15.780000,16.210000
319,15.520000,15.960000
320,15.450000,15.920000
321,15.360000,15.700000
322,15.350000,15.770000
323,15.240000,15.680000
324,15.280000,15.680000
325,15.130000,15.490000
326,15.200000,15.490000
327,14.780000,15.390000
328,14.840000,15.220000
329,14.620000,15.060000
330,14.620000,15.080000
331,14.480000,15.180000
332,14.650000,14.950000
333,14.550000,14.800000
334,14.690000,14.930000
335,14.780000,14.930000
336,14.470000,14.820000
337,14.720000,15.050000
338,14.880000,15.070000
339,14.870000,15.060000
340,14.680000,14.940000
341,14.790000,15.110000
342,14.720000,15.010000
343,14.670000,14.870000
344,14.210000,14.810000
345,14.280000,14.570000
346,14.040000,14.600000
347,14.360000,14.780000
348,14.720000,14.970000
349,14.910000,15.190000
350,15.020000,16.020000
351,15.650000,16.000000
352,15.210000,15.990000
353,15.410000,16.080000
